Iteracion,Muestra,Pot0,Pot1,Pot2,Pot3
42,10,966,291,534,721
42,11,966,401,534,721
42,12,967,530,534,721
42,13,966,649,534,721
42,14,966,773,534,721
42,15,966,895,534,721
42,16,966,967,534,721
42,17,965,979,534,721
42,18,966,979,534,721
42,19,965,979,534,721
42,20,966,979,534,721
42,21,966,979,534,721
42,22,965,978,534,721
42,23,966,978,534,721
42,24,966,979,529,721
42,25,966,979,482,721
42,26,966,978,377,721
42,27,966,979,242,721
42,28,966,979,128,721
42,29,966,979,47,721
43,0,966,979,0,721
43,1,967,979,0,720
43,2,966,979,21,721
43,3,966,979,93,721
43,4,966,979,193,721
43,5,966,979,305,721
43,6,966,979,443,721
43,7,967,979,566,721
43,8,966,979,670,721
43,9,966,979,746,721
43,10,966,979,793,721
43,11,966,979,803,721
43,12,966,979,766,721
43,13,966,979,665,721
43,14,966,979,513,721
43,15,966,979,361,721
43,16,966,979,221,721
43,17,966,979,127,721
43,18,966,979,84,721
43,19,966,979,77,721
43,20,966,979,77,721
43,21,966,979,77,721
43,22,966,979,77,721
43,23,966,979,77,721
43,24,967,978,77,721
43,25,966,979,77,721
43,26,966,979,77,721
43,27,966,978,77,722
43,28,966,979,77,756
43,29,966,979,77,838
44,0,967,979,77,947
44,1,966,978,76,1023
44,2,967,979,77,1023
44,3,967,979,77,1023
44,4,967,978,76,1023
44,5,967,979,76,1019
44,6,966,979,76,885
44,7,966,978,76,754
44,8,967,979,76,642
44,9,966,978,76,546
44,10,967,979,77,508
44,11,967,979,77,508
44,12,966,979,77,508
44,13,967,979,76,508
44,14,966,979,77,508
44,15,966,979,76,495
44,16,967,979,77,432
44,17,966,979,77,331
44,18,966,979,77,225
44,19,967,978,76,134
44,20,966,979,77,56
44,21,966,978,77,0
44,22,966,979,77,0
44,23,966,979,76,0
44,24,967,979,77,0
44,25,966,978,77,38
44,26,967,979,77,125
44,27,967,979,77,215
44,28,966,979,77,302
44,29,967,979,76,402
45,0,966,979,76,503
45,1,966,979,76,574
45,2,967,979,77,619
45,3,967,979,77,632
45,4,966,979,77,607
45,5,967,978,77,547
45,6,967,979,77,505
45,7,967,979,77,490
45,8,966,979,77,491
45,9,967,979,76,491
45,10,967,979,77,491
45,11,967,979,77,491
45,12,967,979,77,491
45,13,966,979,76,491
45,14,967,979,86,491
45,15,967,979,128,491
45,16,967,979,198,491
45,17,966,979,281,491
45,18,966,979,384,491
45,19,967,979,495,491
45,20,966,979,599,491
45,21,967,979,686,491
45,22,967,979,752,491
45,23,967,979,793,491
45,24,967,978,802,491
45,25,967,979,779,491
45,26,967,979,724,491
45,27,967,979,617,491
45,28,967,978,508,491
45,29,967,979,392,491
46,0,966,979,287,491
46,1,967,979,219,491
46,2,966,979,194,491
46,3,967,979,194,491
46,4,967,978,194,491
46,5,967,979,193,491
46,6,966,979,194,491
46,7,966,979,193,491
46,8,966,979,193,491
46,9,967,979,193,491
46,10,967,979,193,491
46,11,967,978,194,491
46,12,967,947,193,491
46,13,967,877,193,491
46,14,967,791,194,491
46,15,967,719,194,491
46,16,966,682,193,491
46,17,966,678,193,491
46,18,967,698,193,491
46,19,967,755,193,491
46,20,966,830,193,491
46,21,967,909,193,491
46,22,967,995,193,491
46,23,966,1023,193,491
46,24,966,1023,193,491
46,25,967,1023,193,491
46,26,967,1022,194,491
46,27,967,1023,194,491
46,28,966,1023,193,491
46,29,967,1023,194,491
47,0,967,1023,193,491
47,1,966,950,194,491
47,2,966,853,193,491
47,3,967,757,193,491
47,4,967,710,193,491
47,5,967,709,193,491
47,6,967,709,194,491
47,7,967,709,193,491
47,8,967,709,193,491
47,9,967,683,194,491
47,10,967,601,193,491
47,11,967,480,193,491
47,12,967,353,194,491
47,13,967,226,193,491
47,14,966,129,193,491
47,15,967,49,194,491
47,16,967,0,193,491
47,17,966,0,193,491
47,18,966,0,193,491
47,19,967,0,193,491
47,20,967,0,194,491
47,21,967,0,193,491
47,22,967,11,193,491
47,23,967,79,194,491
47,24,966,121,194,491
47,25,967,138,194,491
47,26,966,138,193,491
47,27,967,138,193,491
47,28,967,138,193,491
47,29,967,137,193,491
48,0,967,138,193,491
48,1,967,138,193,491
48,2,964,138,193,491
48,3,917,138,193,491
48,4,815,138,194,491
48,5,669,137,194,491
48,6,524,138,194,491
48,7,436,138,194,491
48,8,407,137,193,491
48,9,407,137,194,491
48,10,419,138,193,491
48,11,478,138,193,491
48,12,562,137,193,491
48,13,628,137,193,491
48,14,669,137,194,491
48,15,714,138,193,491
48,16,749,138,194,491
48,17,756,138,194,491
48,18,757,138,193,491
48,19,757,137,194,491
48,20,756,138,194,491
48,21,756,138,194,491
48,22,756,138,194,491
48,23,757,138,194,491
48,24,757,138,193,491
48,25,756,137,193,491
48,26,756,138,193,491
48,27,757,137,193,491
48,28,757,138,193,491
48,29,756,138,193,491
49,0,756,137,194,491
49,1,757,138,194,491
49,2,756,138,193,491
49,3,757,137,194,491
49,4,756,137,193,491
49,5,757,137,194,491
49,6,757,138,193,491
49,7,756,137,194,491
49,8,757,138,194,491
49,9,756,137,193,491
49,10,757,137,194,491
49,11,757,138,193,491
49,12,756,137,193,491
49,13,757,138,194,491
49,14,756,138,194,491
49,15,757,138,194,491
49,16,756,137,194,491
49,17,757,138,194,491
49,18,756,138,193,491
49,19,757,138,193,491
49,20,756,138,194,491
49,21,756,137,193,491
49,22,757,138,193,491
49,23,757,137,194,491
49,24,756,138,194,491
49,25,756,138,193,491
49,26,756,137,194,491
49,27,757,138,193,491
49,28,757,137,194,491
49,29,756,137,193,491
50,0,756,138,193,491
50,1,756,138,194,491
50,2,757,137,194,491
50,3,757,137,193,491
50,4,756,138,193,491
50,5,757,137,194,491
50,6,757,138,194,491
50,7,757,137,194,491
50,8,757,137,194,491
50,9,757,138,193,491
50,10,756,137,193,491
50,11,757,137,193,491
50,12,757,137,193,491
50,13,757,138,193,491
50,14,756,138,194,491
50,15,756,138,193,491
50,16,757,138,194,491
50,17,757,138,194,491
50,18,757,138,193,491
50,19,756,138,194,491
50,20,756,137,194,491
50,21,756,138,194,491
50,22,757,138,193,491
50,23,757,138,194,491
50,24,756,138,194,491
50,25,757,138,194,491
50,26,757,138,194,491
50,27,757,137,194,491
50,28,756,137,194,491
50,29,757,138,194,491
51,0,757,138,193,491
51,1,756,138,194,491
51,2,757,138,193,491
51,3,757,138,194,491
51,4,757,138,194,491
51,5,757,138,193,491
51,6,756,138,194,491
51,7,757,138,194,491
51,8,757,137,193,491
51,9,757,138,193,491
51,10,757,138,194,491
51,11,756,137,194,491
51,12,756,138,194,491
51,13,756,138,193,491
51,14,757,137,194,491
51,15,756,137,194,491
51,16,757,138,193,491
51,17,757,137,193,491
51,18,757,137,194,491
51,19,757,138,194,491
51,20,756,138,194,491
51,21,756,138,194,491
51,22,756,138,194,491
51,23,757,137,194,491
51,24,756,138,194,491
51,25,757,138,193,491
51,26,757,138,193,491
51,27,756,137,193,491
51,28,757,138,194,491
51,29,757,138,194,491
52,0,757,138,193,491
52,1,756,137,194,491
52,2,757,137,194,491
52,3,757,138,193,491
52,4,757,137,193,491
52,5,756,137,193,491
52,6,757,138,194,491
52,7,756,137,193,491
52,8,757,137,194,491
52,9,756,138,194,491
52,10,756,138,194,491
52,11,756,137,194,491
52,12,756,138,194,491
52,13,757,138,194,491
52,14,757,138,193,491
52,15,757,138,194,491
52,16,757,138,193,491
52,17,755,137,193,491
52,18,738,137,194,498
52,19,695,138,194,528
52,20,631,137,193,579
52,21,549,137,194,646
52,22,469,138,194,710
52,23,417,138,194,767
52,24,407,138,194,801
52,25,408,137,193,801
52,26,408,137,193,802
52,27,408,138,194,801
52,28,420,138,194,796
52,29,451,137,194,767
53,0,503,137,193,714
53,1,572,138,194,658
53,2,633,138,194,598
53,3,686,137,194,531
53,4,737,137,194,453
53,5,778,138,194,373
53,6,819,137,194,311
53,7,855,138,194,277
53,8,876,137,193,268
53,9,869,138,193,274
53,10,819,137,194,304
53,11,744,137,194,356
53,12,640,137,194,416
53,13,532,138,194,481
53,14,461,137,193,554
53,15,429,138,194,614
53,16,426,137,193,651
53,17,426,138,193,651
53,18,427,137,194,651
53,19,426,138,193,651
53,20,427,137,193,651
53,21,427,137,193,651
53,22,426,138,193,651
53,23,427,138,194,651
53,24,427,137,193,651
53,25,427,137,194,651
53,26,427,138,193,651
53,27,427,138,194,651
53,28,426,137,194,651
53,29,427,137,194,651
54,0,426,137,194,651
54,1,427,138,193,651
54,2,427,144,192,651
54,3,427,159,185,651
54,4,427,181,163,651
54,5,427,207,128,651
54,6,427,238,81,651
54,7,427,266,26,651
54,8,426,299,0,651
54,9,427,332,0,651
54,10,427,354,0,651
54,11,427,355,0,651
54,12,427,351,0,651
54,13,426,329,0,651
54,14,427,295,0,651
54,15,427,255,5,651
54,16,426,214,58,651
54,17,427,177,106,651
54,18,427,142,152,651
54,19,427,108,195,651
54,20,427,68,241,651
54,21,427,34,287,651
54,22,426,5,332,651
54,23,427,0,364,651
54,24,427,0,373,651
54,25,427,5,364,651
54,26,426,35,336,651
54,27,427,81,294,651
54,28,427,131,240,651
54,29,427,178,185,651
55,0,427,217,131,651
55,1,427,249,78,651
55,2,427,281,21,651
55,3,426,316,0,651
55,4,426,343,0,651
55,5,427,357,0,651
55,6,427,357,0,651
55,7,427,357,0,651
55,8,427,357,0,651
55,9,426,357,0,651
55,10,427,357,0,651
55,11,427,357,0,651
55,12,426,357,0,651
55,13,426,357,0,651
55,14,427,357,0,651
55,15,426,357,0,651
55,16,426,357,0,651
55,17,426,357,0,651
55,18,422,357,0,651
55,19,418,357,0,653
55,20,410,357,0,665
55,21,397,357,0,690
55,22,371,357,0,737
55,23,331,357,0,790
55,24,284,357,0,850
55,25,235,357,0,908
55,26,192,357,0,966
55,27,152,358,0,1023
55,28,125,357,0,1023
55,29,113,357,0,1023
56,0,108,357,0,1023
56,1,109,357,0,1023
56,2,120,357,0,1022
56,3,153,357,0,1023
56,4,195,357,0,1016
56,5,229,357,0,957
56,6,265,357,0,897
56,7,297,357,0,840
56,8,328,357,0,778
56,9,370,357,0,717
56,10,415,357,0,657
56,11,459,357,0,605
56,12,511,357,0,564
56,13,554,357,0,539
56,14,568,357,0,534
56,15,559,357,0,538
56,16,524,357,0,559
56,17,472,357,0,590
56,18,405,357,0,633
56,19,335,357,0,684
56,20,282,357,0,736
56,21,244,357,0,774
56,22,226,357,0,797
56,23,220,357,0,804
56,24,220,357,0,803
56,25,220,357,0,803
56,26,220,357,0,803
56,27,219,357,0,803
56,28,219,357,0,803
56,29,220,357,0,803
57,0,220,357,0,804
57,1,219,357,0,803
57,2,220,357,0,804
57,3,220,357,0,803
57,4,220,357,0,803
57,5,220,357,0,804
57,6,220,347,0,804
57,7,220,327,0,803
57,8,220,300,0,803
57,9,219,268,0,804
57,10,219,239,19,804
57,11,220,207,71,803
57,12,220,181,122,803
57,13,220,160,163,803
57,14,219,147,195,803
57,15,220,147,208,803
57,16,220,160,205,804
57,17,220,183,188,803
57,18,219,209,156,803
57,19,220,234,117,803
57,20,220,264,76,803
57,21,220,292,34,804
57,22,220,324,0,804
57,23,220,354,0,803
57,24,220,388,0,803
57,25,220,416,0,803
57,26,220,423,0,804
57,27,219,423,0,803
57,28,219,423,0,803
57,29,220,423,0,801
58,0,219,423,0,801
58,1,219,423,0,801
58,2,219,423,0,801
58,3,220,423,0,801
58,4,219,423,0,801
58,5,219,423,0,801
58,6,219,423,0,800
58,7,219,423,0,800
58,8,219,423,0,801
58,9,219,423,0,801
58,10,215,423,0,800
58,11,205,423,0,801
58,12,188,423,0,806
58,13,162,423,0,825
58,14,128,423,0,859
58,15,94,423,0,909
58,16,50,423,0,966
58,17,2,423,0,1023
58,18,0,423,0,1022
58,19,0,423,0,1023
58,20,0,423,0,1023
58,21,0,423,0,1023
58,22,0,423,0,1023
58,23,0,423,0,1023
58,24,0,423,0,1023
58,25,0,423,0,1022
58,26,0,423,0,1023
58,27,22,423,0,1023
58,28,87,423,0,987
58,29,158,423,0,938
59,0,221,422,0,885
59,1,273,423,0,833
59,2,307,423,0,776
59,3,332,423,0,714
59,4,362,423,0,653
59,5,406,423,0,589
59,6,441,423,0,534
59,7,473,423,0,488
59,8,511,423,0,459
59,9,551,423,0,438
59,10,599,423,0,423
59,11,649,423,0,412
59,12,705,423,0,404
59,13,761,423,0,403
59,14,822,423,0,402
59,15,885,423,0,402
59,16,944,423,0,402
59,17,1005,423,0,401
59,18,1023,423,0,402
59,19,1023,423,0,402
59,20,1023,423,0,401
59,21,1023,423,0,401
59,22,1023,423,0,402
59,23,1023,423,0,401
59,24,1022,423,0,401
59,25,1023,423,0,404
59,26,1023,423,0,431
59,27,1023,423,0,477
59,28,985,423,0,524
59,29,942,423,0,573
60,0,898,423,0,616
60,1,858,423,0,650
60,2,812,423,0,679
60,3,761,423,0,703
60,4,709,423,0,718
60,5,663,423,0,722
60,6,628,423,0,722
60,7,618,423,0,722
60,8,618,423,0,722
60,9,618,423,0,722
60,10,618,423,0,722
60,11,618,423,0,722
60,12,618,423,0,722
60,13,618,423,0,722
60,14,618,423,0,722
60,15,618,426,0,722
60,16,618,443,0,722
60,17,618,475,0,722
60,18,618,514,0,722
60,19,618,558,0,722
60,20,618,604,0,722
60,21,618,652,0,722
60,22,618,697,0,722
60,23,618,740,0,722
60,24,619,782,0,722
60,25,618,825,0,722
60,26,618,866,0,721
60,27,618,910,0,722
60,28,618,953,0,722
60,29,618,987,0,722
61,0,618,1017,0,722
61,1,618,1023,0,722
61,2,618,1023,0,723
61,3,618,1023,0,723
61,4,618,1023,0,722
61,5,618,1023,0,723
61,6,619,1022,0,722
61,7,618,1023,0,722
61,8,618,1023,0,722
61,9,618,1023,0,723
61,10,618,1023,0,722
61,11,618,1023,0,722
61,12,619,1022,0,723
61,13,618,1023,43,722
61,14,619,1023,106,722
61,15,618,1023,181,722
61,16,618,1023,253,722
61,17,618,1023,321,722
61,18,618,1023,376,722
61,19,618,1022,402,722
61,20,618,1023,393,723
61,21,618,1023,363,722
61,22,618,1023,319,722
61,23,618,1023,256,723
61,24,618,1023,193,722
61,25,618,1023,130,722
61,26,618,1022,76,722
61,27,618,1023,37,723
61,28,618,1023,2,722
61,29,618,1023,0,722
62,0,618,1023,0,723
62,1,618,1023,0,722
62,2,618,1023,0,723
62,3,618,1023,0,722
62,4,618,1022,0,722
62,5,618,1022,0,722
62,6,618,1023,0,722
62,7,618,1023,0,723
62,8,618,1023,0,723
62,9,618,1022,24,722
62,10,618,1023,45,723
62,11,618,1022,50,722
62,12,618,1023,49,723
62,13,618,1023,50,723
62,14,618,1023,49,722
62,15,618,1023,49,722
62,16,618,1023,50,723
62,17,618,1023,50,722
62,18,618,1023,50,722
62,19,618,1023,49,722
62,20,618,1023,50,722
62,21,618,1023,49,722
62,22,618,1022,49,722
62,23,618,1023,49,722
62,24,618,1023,50,723
62,25,618,1023,50,722
62,26,618,1023,50,722
62,27,618,1023,49,722
62,28,618,1023,50,722
62,29,618,1023,50,722
63,0,618,1023,50,722
63,1,618,1023,50,722
63,2,618,1023,49,722
63,3,618,1023,50,722
63,4,618,1022,50,722
63,5,618,1023,49,722
63,6,618,1022,50,722
63,7,618,1023,49,723
63,8,618,1023,49,722
63,9,618,1023,50,722
63,10,618,1022,49,722
63,11,618,1023,49,723
63,12,618,1023,49,723
63,13,618,1023,49,722
63,14,618,1023,49,722
63,15,618,1023,50,722
63,16,618,1023,49,722
63,17,618,1023,49,722
63,18,618,1023,49,722
63,19,618,1023,49,722
63,20,618,1022,50,723
63,21,618,1022,50,722
63,22,618,1023,49,722
63,23,618,1023,50,722
63,24,618,1023,50,722
63,25,618,1023,50,722
63,26,618,1023,50,722
63,27,618,1023,49,722
63,28,618,1023,50,722
63,29,618,1023,49,722
64,0,618,1023,50,722
64,1,618,1023,49,722
64,2,618,1023,49,723
64,3,618,1022,50,722
64,4,618,1023,50,722
64,5,618,1023,50,722
64,6,618,1023,50,722
64,7,618,1023,50,723
64,8,619,1023,50,723
64,9,618,1023,50,723
64,10,618,1023,49,722
64,11,618,1023,49,722
64,12,618,1023,50,722
64,13,618,1023,49,723
64,14,618,1023,50,722
64,15,618,1023,50,722
64,16,618,1022,49,722
64,17,619,1023,49,722
64,18,618,1023,49,722
64,19,618,1023,49,722
64,20,619,1023,50,722
64,21,618,1023,50,722
64,22,619,1023,50,722
64,23,618,1023,50,722
64,24,618,1023,49,722
64,25,619,1023,49,723
64,26,618,1023,49,723
64,27,619,1023,49,722
64,28,618,1023,49,722
64,29,618,1023,49,722
65,0,618,1023,49,722
65,1,618,1023,49,722
65,2,618,1023,49,723
65,3,619,1023,50,722
65,4,618,1023,49,722
65,5,618,1023,49,722
65,6,618,1023,50,722
65,7,618,1023,50,722
65,8,619,1022,50,722
65,9,618,1023,50,722
65,10,618,1023,50,723
65,11,618,1023,49,722
65,12,618,1023,50,722
65,13,618,1023,49,722
65,14,618,1023,49,722
65,15,618,1023,49,722
65,16,618,1023,49,722
65,17,619,1023,50,722
65,18,618,1023,50,722
65,19,618,1023,50,722
65,20,618,1023,50,722
65,21,619,1022,50,722
65,22,618,1023,49,722
65,23,619,1023,50,722
65,24,618,1023,50,722
65,25,619,1023,50,722
65,26,618,1023,49,723
65,27,618,1023,50,722
65,28,618,1023,50,722
65,29,618,1023,49,723
66,0,618,1022,50,722
66,1,618,1023,50,722
66,2,618,1022,49,722
66,3,618,1023,50,722
66,4,618,1023,50,722
66,5,619,1023,50,722
66,6,618,1022,49,722
66,7,618,1023,49,722
66,8,618,1022,50,722
66,9,618,1023,49,722
66,10,618,1023,50,722
66,11,618,1023,49,722
66,12,618,1023,50,722
66,13,618,1023,50,722
66,14,618,1023,49,722
66,15,618,1023,50,722
66,16,619,1023,49,722
66,17,618,1023,50,722
66,18,618,1023,49,722
66,19,618,1023,50,722
66,20,619,1023,50,722
66,21,619,1023,49,722
66,22,618,1023,49,723
66,23,618,1023,50,723
66,24,618,1023,49,722
66,25,619,1023,50,722
66,26,619,1023,50,722
66,27,618,1023,50,722
66,28,619,1023,49,722
66,29,618,1023,50,723
67,0,618,1023,49,722
67,1,618,1023,49,722
67,2,618,1023,50,722
67,3,618,1023,50,722
67,4,619,1023,50,723
67,5,618,1023,50,722
67,6,619,1023,49,722
67,7,618,1023,50,722
67,8,618,1023,49,722
67,9,618,1023,50,723
67,10,619,1023,50,722
67,11,618,1023,50,722
67,12,618,1023,50,722
67,13,618,1023,50,722
67,14,618,1023,50,722
67,15,618,1023,49,723
67,16,618,1023,49,722
67,17,619,1023,50,722
67,18,618,1023,49,722
67,19,619,1023,50,722
67,20,618,1023,49,723
67,21,618,1023,50,722
67,22,618,1023,50,722
67,23,618,1023,50,722
67,24,619,1023,50,722
67,25,619,1023,50,722
67,26,619,1023,50,722
67,27,618,1022,50,723
67,28,618,1023,49,722
67,29,618,1023,49,722
68,0,618,1023,50,722
68,1,619,1023,50,722
68,2,618,1023,50,722
68,3,618,1022,50,722
68,4,619,1023,49,722
68,5,618,1023,50,722
68,6,619,1023,50,722
68,7,619,1023,50,722
68,8,618,1023,49,722
68,9,618,1022,49,722
68,10,619,1023,49,722
68,11,618,1022,50,723
68,12,619,1023,50,723
68,13,619,1023,49,723
68,14,618,1023,50,723
68,15,619,1023,49,722
68,16,618,1022,50,722
68,17,619,1023,50,722
68,18,618,1022,50,722
68,19,619,1023,50,722
68,20,619,1023,50,722
68,21,619,1023,50,722
68,22,618,1023,50,722
68,23,618,1023,50,722
68,24,618,1023,50,722
68,25,618,1023,50,723
68,26,618,1023,49,723
68,27,619,1022,50,722
68,28,618,1023,50,722
68,29,618,1023,49,722
69,0,618,1023,50,722
69,1,618,1023,49,722
69,2,619,1023,49,722
69,3,618,1023,50,722
69,4,619,1023,50,723
69,5,619,1023,50,722
69,6,618,1023,50,722
69,7,619,1023,49,722
69,8,618,1023,49,722
69,9,619,1023,50,722
69,10,618,1023,50,722
69,11,618,1023,49,722
69,12,618,1023,49,722
69,13,618,1023,50,722
69,14,618,1023,50,722
69,15,619,1023,49,722
69,16,618,1023,50,722
69,17,618,1023,50,722
69,18,618,1023,49,722
69,19,619,1023,50,722
69,20,618,1023,49,722
69,21,618,1023,49,722
69,22,618,1023,50,722
69,23,618,1023,50,722
69,24,618,1023,49,722
69,25,618,1023,49,722
69,26,618,1023,50,722
69,27,618,1023,49,722
69,28,618,1023,50,722
69,29,618,1023,49,723
70,0,618,1023,50,722
70,1,618,1023,50,722
70,2,618,1023,50,722
70,3,618,1023,49,723
70,4,618,1023,50,722
70,5,618,1023,50,722
70,6,618,1023,50,722
70,7,618,1023,50,722
70,8,619,1023,50,722
70,9,619,1023,49,722
70,10,618,1023,50,722
70,11,618,1023,50,722
70,12,618,1023,50,723
70,13,618,1023,50,722
70,14,618,1023,49,721
70,15,618,1023,49,722
70,16,618,1023,50,722
70,17,619,1023,49,722
70,18,619,1023,50,722
70,19,619,1023,50,722
70,20,618,1023,49,722
70,21,618,1023,49,722
70,22,618,1023,50,722
70,23,618,1023,50,722
70,24,618,1023,49,722
70,25,618,1023,50,722
70,26,618,1022,50,722
70,27,618,1023,49,722
70,28,618,1023,50,722
70,29,618,1022,49,722
71,0,618,1023,50,722
71,1,618,1023,49,722
71,2,618,1023,49,722
71,3,618,1023,50,722
71,4,618,1022,50,722
71,5,618,1022,49,723
71,6,618,1023,49,722
71,7,618,1023,49,722
71,8,619,1022,49,722
71,9,618,1023,49,722
71,10,618,1023,49,722
71,11,618,1023,50,722
71,12,619,1023,50,722
71,13,619,1023,50,722
71,14,619,1023,50,722
71,15,618,1022,49,722
71,16,618,1023,49,722
71,17,618,1023,49,722
71,18,618,1023,50,723
71,19,618,1023,50,722
71,20,618,1023,50,722
71,21,619,1023,49,723
71,22,618,1023,50,722
71,23,619,1023,50,722
71,24,618,1023,50,722
71,25,619,1023,50,722
71,26,618,1023,50,722
71,27,618,1023,49,722
71,28,618,1022,49,722
71,29,618,1023,49,722
72,0,618,1023,49,722
72,1,618,1023,50,722
72,2,618,1023,49,722
72,3,618,1023,49,722
72,4,618,1023,50,722
72,5,618,1023,49,722
72,6,618,1023,50,722
72,7,618,1023,49,722
72,8,618,1022,49,722
72,9,618,1023,49,722
72,10,618,1023,50,722
72,11,618,1023,49,722
72,12,618,1023,50,722
72,13,618,1022,50,723
72,14,618,1022,50,722
72,15,618,1023,50,722
72,16,618,1023,50,722
72,17,618,1023,50,723
72,18,618,1023,49,722
72,19,618,1023,50,722
72,20,618,1023,50,722
72,21,618,1023,50,722
72,22,618,1023,50,722
72,23,618,1023,50,722
72,24,618,1023,49,722
72,25,618,1023,50,723
72,26,618,1023,50,722
72,27,618,1023,50,722
72,28,618,1023,50,722
72,29,619,1023,50,723
73,0,618,1023,50,722
73,1,618,1023,50,723
73,2,618,1023,49,722
73,3,618,1023,50,722
73,4,618,1023,49,722
73,5,618,1023,50,722
73,6,619,1023,50,722
73,7,618,1023,50,723
73,8,618,1023,49,722
73,9,618,1023,50,722
73,10,618,1022,49,722
73,11,618,1022,50,722
73,12,618,1022,49,722
73,13,618,1023,50,722
73,14,618,1022,50,722
73,15,618,1022,50,722
73,16,618,1022,50,722
73,17,618,1023,50,722
73,18,618,1023,50,722
73,19,618,1022,50,723
73,20,618,1023,49,722
73,21,618,1023,50,722
73,22,619,1023,49,722
73,23,618,1023,50,722
73,24,618,1023,49,722
73,25,619,1023,49,722
73,26,618,1023,50,722
73,27,618,1023,50,722
73,28,618,1023,50,722
73,29,618,1023,50,722
74,0,618,1023,50,722
74,1,618,1023,49,722
74,2,619,1023,49,722
74,3,618,1023,50,723
74,4,618,1023,50,722
74,5,618,1023,50,722
74,6,618,1022,50,722
74,7,618,1023,49,722
74,8,618,1023,49,722
74,9,618,1023,50,722
74,10,618,1023,50,722
74,11,618,1023,49,722
74,12,618,1023,50,723
74,13,618,1023,50,722
74,14,618,1023,50,722
74,15,618,1023,50,722
74,16,618,1023,50,722
74,17,618,1023,50,722
74,18,618,1023,49,723
74,19,618,1023,50,722
74,20,618,1023,50,722
74,21,618,1022,49,722
74,22,618,1023,50,722
74,23,618,1023,49,722
74,24,619,1023,50,722
74,25,618,1023,50,722
74,26,619,1023,49,722
74,27,619,1022,50,722
74,28,618,1023,49,722
74,29,618,1023,50,722
75,0,618,1023,50,722
75,1,618,1023,50,722
75,2,618,1023,50,722
75,3,618,1023,50,722
75,4,619,1023,50,723
75,5,618,1023,50,722
75,6,618,1023,49,722
75,7,619,1023,49,722
75,8,619,1023,49,723
75,9,618,1023,49,722
75,10,618,1023,50,723
75,11,618,1023,49,722
75,12,618,1023,49,723
75,13,618,1023,50,722
75,14,618,1023,50,722
75,15,618,1023,50,722
75,16,618,1023,49,722
75,17,618,1022,49,722
75,18,618,1023,50,723
75,19,618,1022,50,722
75,20,618,1023,49,722
75,21,618,1023,49,722
75,22,619,1023,50,722
75,23,618,1023,49,722
75,24,618,1023,50,722
75,25,618,1023,50,722
75,26,618,1023,50,722
75,27,618,1023,50,722
75,28,618,1023,50,723
75,29,618,1023,49,722
76,0,618,1023,50,722
76,1,618,1023,49,722
76,2,618,1023,49,722
76,3,618,1023,50,722
76,4,619,1023,50,722
76,5,619,1022,50,722
76,6,618,1023,49,723
76,7,618,1023,50,722
76,8,618,1023,49,722
76,9,618,1023,49,722
76,10,618,1023,49,722
76,11,618,1023,49,722
76,12,618,1023,50,722
76,13,618,1022,49,722
76,14,618,1022,50,722
76,15,618,1022,50,722
76,16,618,1023,50,722
76,17,618,1023,50,722
76,18,618,1023,49,722
76,19,618,1023,49,722
76,20,618,1022,50,722
76,21,618,1023,49,722
76,22,619,1023,49,722
76,23,618,1023,50,722
76,24,618,1023,50,722
76,25,618,1023,49,722
76,26,618,1023,50,723
76,27,618,1023,50,722
76,28,618,1023,49,722
76,29,618,1023,49,722
77,0,618,1023,50,722
77,1,618,1023,50,723
77,2,618,1023,49,722
77,3,618,1023,49,722
77,4,618,1023,50,722
77,5,618,1023,50,722
77,6,618,1023,50,722
77,7,618,1023,50,722
77,8,618,1022,50,722
77,9,618,1023,49,722
77,10,618,1023,50,722
77,11,618,1023,50,723
77,12,618,1023,49,723
77,13,618,1023,50,722
77,14,618,1023,50,722
77,15,618,1023,50,722
77,16,618,1023,49,722
77,17,618,1023,50,722
77,18,618,1023,49,722
77,19,618,1023,50,723
77,20,618,1023,49,722
77,21,619,1023,50,722
77,22,618,1023,50,722
77,23,618,1023,50,722
77,24,618,1023,50,722
77,25,619,1023,49,722
77,26,619,1023,50,722
77,27,618,1023,49,722
77,28,618,1023,50,723
77,29,618,1023,50,722
78,0,618,1023,50,722
78,1,618,1023,50,723
78,2,618,1023,50,722
78,3,618,1022,49,722
78,4,618,1023,49,722
78,5,618,1023,50,722
78,6,618,1022,50,722
78,7,618,1023,49,722
78,8,619,1023,49,722
78,9,618,1023,50,722
78,10,618,1023,49,722
78,11,618,1023,50,722
78,12,618,1023,49,722
78,13,618,1023,50,722
78,14,618,1023,50,722
78,15,618,1023,50,723
78,16,618,1023,50,722
78,17,618,1023,49,723
78,18,618,1023,50,722
78,19,618,1023,50,722
78,20,618,1023,49,722
78,21,618,1022,50,722
78,22,618,1023,49,722
78,23,618,1023,50,722
78,24,618,1023,49,722
78,25,618,1023,50,723
78,26,618,1023,49,722
78,27,618,1023,50,722
78,28,618,1023,50,722
78,29,618,1023,50,722
79,0,619,1023,49,722
79,1,619,1023,50,722
79,2,618,1022,50,722
79,3,618,1022,49,722
79,4,618,1023,49,722
79,5,618,1023,49,722
79,6,618,1023,49,722
79,7,619,1022,50,722
79,8,618,1023,50,722
79,9,618,1023,50,722
79,10,618,1023,49,722
79,11,618,1023,49,723
79,12,618,1023,50,722
79,13,618,1023,49,722
