Iteracion,Muestra,Pot0,Pot1,Pot2,Pot3
79,14,618,1023,50,722
79,15,618,1023,49,722
79,16,618,1023,50,722
79,17,618,1023,50,722
79,18,618,1023,50,722
79,19,618,1023,49,722
79,20,619,1023,49,722
79,21,618,1023,50,722
79,22,618,1023,50,722
79,23,618,1023,50,722
79,24,618,1022,49,722
79,25,618,1023,49,722
79,26,618,1023,50,722
79,27,618,1023,49,722
79,28,618,1023,49,722
79,29,618,1023,50,722
80,0,619,1023,49,722
80,1,618,1023,50,722
80,2,618,1023,50,722
80,3,618,1023,50,722
80,4,618,1023,50,722
80,5,618,1022,50,722
80,6,618,1023,50,722
80,7,618,1023,50,722
80,8,619,1023,49,722
80,9,618,1023,49,722
80,10,618,1023,50,722
80,11,618,1022,49,722
80,12,618,1023,50,722
80,13,618,1023,49,722
80,14,618,1023,50,722
80,15,618,1022,49,722
80,16,618,1023,49,722
80,17,619,1023,50,722
80,18,618,1023,50,722
80,19,618,1023,50,722
80,20,618,1023,49,722
80,21,618,1023,49,722
80,22,618,1023,50,722
80,23,618,1023,49,722
80,24,618,1023,49,722
80,25,619,1023,49,722
80,26,618,1023,50,722
80,27,618,1023,50,722
80,28,618,1023,49,722
80,29,618,1023,49,722
81,0,618,1023,50,722
81,1,618,1023,50,722
81,2,618,1023,49,722
81,3,618,1023,49,722
81,4,618,1023,50,722
81,5,618,1023,50,722
81,6,618,1023,50,722
81,7,618,1023,50,722
81,8,618,1023,50,722
81,9,618,1023,49,722
81,10,618,1023,50,722
81,11,618,1023,49,722
81,12,618,1023,50,722
81,13,618,1023,50,722
81,14,618,1023,50,722
81,15,618,1023,49,722
81,16,619,1023,49,722
81,17,618,1023,50,722
81,18,618,1023,49,722
81,19,618,1023,50,722
81,20,618,1023,50,722
81,21,618,1023,49,723
81,22,619,1023,49,722
81,23,618,1023,50,722
81,24,618,1022,50,722
81,25,618,1023,49,722
81,26,618,1023,49,722
81,27,618,1023,49,723
81,28,618,1023,50,722
81,29,618,1023,50,722
82,0,618,1023,49,722
82,1,618,1022,50,722
82,2,618,1023,50,723
82,3,618,1023,50,723
82,4,618,1023,49,722
82,5,618,1023,50,729
82,6,618,1023,50,748
82,7,618,1023,49,777
82,8,618,1023,49,811
82,9,619,1022,49,847
82,10,618,1023,49,876
82,11,619,1023,50,901
82,12,618,1023,50,924
82,13,618,1023,50,947
82,14,618,1023,49,972
82,15,618,1023,50,999
82,16,618,1023,50,1023
82,17,619,1023,50,1023
82,18,618,1023,49,1023
82,19,618,1023,50,1023
82,20,619,1023,50,1023
82,21,618,1022,50,1023
82,22,618,1023,49,1023
82,23,618,1023,50,1023
82,24,618,1023,50,1023
82,25,618,1023,50,1020
82,26,618,1023,49,974
82,27,618,1023,50,926
82,28,618,1023,50,875
82,29,618,1023,50,825
83,0,618,1023,49,765
83,1,618,1023,50,696
83,2,618,1023,50,614
83,3,618,1023,49,527
83,4,618,1023,49,449
83,5,619,1023,50,379
83,6,618,1023,50,317
83,7,618,1023,50,256
83,8,618,1023,49,202
83,9,618,1023,49,158
83,10,618,1023,49,125
83,11,618,1023,50,104
83,12,618,1022,50,102
83,13,618,1023,50,111
83,14,618,1022,49,143
83,15,618,1023,50,191
83,16,618,1023,50,240
83,17,618,1023,50,299
83,18,618,1023,50,365
83,19,618,1023,50,431
83,20,618,1022,50,492
83,21,618,1023,50,544
83,22,618,1023,50,594
83,23,618,1023,50,638
83,24,618,1022,49,672
83,25,618,1023,49,689
83,26,618,1023,50,692
83,27,618,1023,50,691
83,28,618,1023,50,691
83,29,618,1023,49,692
84,0,618,1023,49,692
84,1,618,1023,50,692
84,2,618,1023,49,692
84,3,618,1022,49,692
84,4,618,1022,50,691
84,5,618,1023,37,692
84,6,618,1023,0,691
84,7,618,1023,0,691
84,8,619,1023,0,692
84,9,618,1023,0,692
84,10,618,1023,0,691
84,11,618,1023,0,691
84,12,618,1023,0,692
84,13,619,1023,0,691
84,14,618,1023,0,692
84,15,618,1023,0,691
84,16,618,1023,0,691
84,17,618,1023,54,692
84,18,618,1023,118,692
84,19,618,1022,180,692
84,20,618,1023,244,691
84,21,618,1022,309,691
84,22,618,1023,367,691
84,23,618,1023,430,691
84,24,618,1023,495,691
84,25,618,1023,561,692
84,26,618,1023,630,692
84,27,618,1023,692,691
84,28,618,1023,725,692
84,29,618,1022,734,691
85,0,618,1022,733,691
85,1,618,1022,715,692
85,2,618,1023,671,692
85,3,618,1023,615,691
85,4,618,1023,555,692
85,5,619,1023,486,691
85,6,618,1023,414,691
85,7,618,1023,348,691
85,8,618,1023,314,691
85,9,618,1023,312,691
85,10,618,1023,311,691
85,11,618,1023,312,692
85,12,618,1023,312,691
85,13,618,1022,311,691
85,14,618,1023,312,692
85,15,619,1023,312,691
85,16,618,1023,312,691
85,17,618,1023,312,691
85,18,618,1023,312,691
85,19,618,1023,312,691
85,20,619,1023,312,691
85,21,618,1023,312,691
85,22,618,1023,312,692
85,23,618,1022,311,691
85,24,618,1023,311,692
85,25,618,1023,311,691
85,26,619,1023,312,692
85,27,618,1022,312,691
85,28,619,1023,312,691
85,29,618,1023,312,691
86,0,618,1023,312,692
86,1,618,1023,312,692
86,2,618,1023,311,691
86,3,618,1023,312,691
86,4,618,1023,312,691
86,5,618,1023,312,692
86,6,618,1023,312,692
86,7,618,1023,312,691
86,8,618,1023,312,692
86,9,619,1023,312,691
86,10,618,1023,312,692
86,11,618,961,312,691
86,12,618,875,312,691
86,13,618,785,312,692
86,14,619,688,312,692
86,15,618,569,312,692
86,16,618,455,311,691
86,17,618,365,312,691
86,18,618,298,311,692
86,19,618,239,311,691
86,20,618,193,311,692
86,21,618,164,312,691
86,22,618,159,312,691
86,23,618,166,312,691
86,24,618,209,312,691
86,25,618,283,312,691
86,26,618,372,312,691
86,27,618,467,311,691
86,28,619,556,312,691
86,29,618,642,312,691
87,0,618,721,311,691
87,1,618,796,312,691
87,2,618,862,312,691
87,3,618,894,312,691
87,4,618,896,312,692
87,5,618,896,312,692
87,6,618,896,312,691
87,7,618,896,312,692
87,8,619,896,312,692
87,9,618,896,312,692
87,10,618,897,312,692
87,11,619,897,312,692
87,12,614,896,312,691
87,13,608,896,312,691
87,14,609,896,312,691
87,15,608,896,312,691
87,16,608,896,311,691
87,17,608,896,312,692
87,18,606,896,312,691
87,19,621,896,312,691
87,20,669,896,312,691
87,21,748,897,312,692
87,22,831,896,312,691
87,23,925,896,311,692
87,24,1023,896,312,692
87,25,1023,896,312,691
87,26,1023,896,311,691
87,27,1023,896,312,691
87,28,1023,896,312,692
87,29,1023,896,312,691
88,0,915,896,312,691
88,1,763,897,312,691
88,2,595,897,312,692
88,3,465,896,312,692
88,4,365,896,312,691
88,5,277,896,312,692
88,6,220,897,312,691
88,7,206,896,312,691
88,8,206,896,312,692
88,9,206,896,312,692
88,10,205,896,312,691
88,11,206,896,312,691
88,12,206,896,312,691
88,13,206,896,312,691
88,14,206,896,312,691
88,15,206,896,312,692
88,16,206,896,312,691
88,17,206,897,312,692
88,18,206,896,308,691
88,19,206,897,265,691
88,20,206,896,169,691
88,21,206,896,56,691
88,22,206,896,0,691
88,23,206,896,0,691
88,24,206,896,0,692
88,25,206,896,0,692
88,26,206,896,0,692
88,27,206,896,0,692
88,28,206,896,1,692
88,29,206,896,80,692
89,0,206,896,169,692
89,1,206,896,246,691
89,2,206,896,297,692
89,3,206,896,301,692
89,4,206,896,301,691
89,5,206,896,301,691
89,6,206,896,301,692
89,7,206,896,301,691
89,8,206,896,301,692
89,9,206,897,301,692
89,10,206,896,301,692
89,11,206,896,301,691
89,12,206,896,301,691
89,13,206,896,301,692
89,14,206,896,301,692
89,15,206,896,301,692
89,16,206,896,301,691
89,17,206,897,301,691
89,18,206,896,301,691
89,19,206,896,301,691
89,20,206,896,301,691
89,21,206,896,301,692
89,22,206,896,301,692
89,23,206,896,301,692
89,24,206,896,301,691
89,25,206,896,301,692
89,26,206,896,301,691
89,27,206,896,301,691
89,28,206,896,301,692
89,29,206,897,301,691
90,0,206,896,301,691
90,1,206,896,301,692
90,2,206,896,301,692
90,3,206,897,301,692
90,4,206,896,300,692
90,5,206,897,301,692
90,6,206,896,301,691
90,7,206,896,301,692
90,8,206,896,301,692
90,9,206,896,301,692
90,10,206,896,301,691
90,11,206,896,301,691
90,12,206,896,301,692
90,13,206,897,301,691
90,14,206,896,301,691
90,15,206,896,301,692
90,16,206,896,301,692
90,17,206,896,301,692
90,18,207,896,301,691
90,19,206,896,301,691
90,20,206,896,301,691
90,21,207,896,301,691
90,22,206,897,301,691
90,23,206,896,301,691
90,24,206,896,301,692
90,25,206,896,301,692
90,26,206,896,301,691
90,27,207,897,301,692
90,28,207,896,301,691
90,29,206,896,301,691
91,0,206,896,301,692
91,1,206,896,301,692
91,2,206,896,301,692
91,3,207,896,301,691
91,4,206,897,301,691
91,5,206,896,301,691
91,6,206,897,301,692
91,7,206,896,301,692
91,8,206,896,300,692
91,9,207,897,301,691
91,10,206,896,301,691
91,11,206,897,301,692
91,12,206,896,301,692
91,13,206,896,301,692
91,14,206,896,301,692
91,15,206,897,301,692
91,16,207,896,301,692
91,17,206,896,301,691
91,18,206,896,301,691
91,19,206,896,301,691
91,20,206,896,301,692
91,21,206,897,301,692
91,22,206,897,301,692
91,23,206,896,301,692
91,24,206,896,301,692
91,25,206,896,301,691
91,26,206,896,301,692
91,27,206,896,301,692
91,28,206,897,301,691
91,29,206,897,301,691
92,0,206,897,301,692
92,1,206,897,301,692
92,2,206,896,301,692
92,3,206,896,301,691
92,4,206,896,301,692
92,5,207,897,301,692
92,6,206,896,301,691
92,7,206,896,301,691
92,8,206,896,301,691
92,9,206,896,301,692
92,10,206,896,301,692
92,11,206,896,300,692
92,12,206,896,301,691
92,13,206,896,301,692
92,14,207,896,301,692
92,15,206,896,301,691
92,16,206,896,301,691
92,17,206,896,301,692
92,18,206,896,301,691
92,19,206,897,301,692
92,20,206,896,301,692
92,21,207,896,301,692
92,22,207,896,301,692
92,23,207,896,300,692
92,24,207,897,301,691
92,25,206,896,301,691
92,26,206,896,301,692
92,27,206,896,301,692
92,28,206,896,301,692
92,29,206,896,301,692
93,0,206,896,301,691
93,1,206,896,301,691
93,2,207,896,301,692
93,3,206,896,301,691
93,4,206,896,301,691
93,5,206,896,301,691
93,6,206,897,301,691
93,7,206,896,301,692
93,8,206,896,300,692
93,9,206,896,301,691
93,10,206,896,301,691
93,11,207,896,301,691
93,12,206,896,301,692
93,13,206,896,301,692
93,14,206,897,301,691
93,15,206,896,301,692
93,16,206,896,301,692
93,17,206,896,301,692
93,18,206,896,301,691
93,19,206,896,301,692
93,20,206,896,301,691
93,21,206,896,301,692
93,22,206,897,301,692
93,23,206,896,301,691
93,24,206,896,301,692
93,25,206,896,301,692
93,26,206,896,301,692
93,27,207,896,301,692
93,28,206,896,301,691
93,29,206,896,301,691
94,0,206,897,301,691
94,1,207,896,301,692
94,2,206,896,301,692
94,3,207,896,301,692
94,4,206,896,301,692
94,5,206,896,301,691
94,6,206,896,301,692
94,7,206,896,301,692
94,8,207,896,301,691
94,9,206,896,301,691
94,10,206,896,301,692
94,11,206,897,301,692
94,12,206,896,301,692
94,13,206,896,301,692
94,14,206,896,301,691
94,15,206,896,301,691
94,16,206,897,301,692
94,17,206,896,301,692
94,18,206,896,301,692
94,19,206,896,301,691
94,20,207,897,301,691
94,21,207,897,301,691
94,22,206,896,301,692
94,23,206,896,301,692
94,24,206,896,301,691
94,25,206,896,301,691
94,26,206,896,301,691
94,27,207,896,301,691
94,28,206,896,301,692
94,29,206,896,301,692
95,0,206,897,301,691
95,1,206,897,301,691
95,2,206,896,301,691
95,3,206,896,301,692
95,4,206,896,301,691
95,5,206,896,301,691
95,6,206,896,301,691
95,7,206,896,301,691
95,8,206,896,301,691
95,9,206,896,301,692
95,10,206,896,301,691
95,11,206,896,301,692
95,12,207,896,301,692
95,13,206,896,301,692
95,14,207,896,301,692
95,15,206,896,301,691
95,16,207,896,301,691
95,17,206,896,301,692
95,18,206,896,301,691
95,19,206,896,301,691
95,20,206,896,301,691
95,21,206,896,301,691
95,22,206,896,301,692
95,23,206,897,301,691
95,24,206,896,301,691
95,25,206,896,301,691
95,26,206,896,301,692
95,27,206,896,301,691
95,28,206,896,301,692
95,29,206,896,301,692
96,0,206,896,301,692
96,1,206,896,301,692
96,2,206,896,301,692
96,3,206,897,301,691
96,4,206,897,301,692
96,5,206,897,301,692
96,6,206,896,301,692
96,7,206,896,301,692
96,8,206,896,301,691
96,9,206,896,301,692
96,10,206,896,301,692
96,11,206,896,301,691
96,12,206,896,301,692
96,13,206,896,301,691
96,14,206,897,301,692
96,15,206,896,301,692
96,16,206,896,301,692
96,17,207,896,301,691
96,18,206,896,301,692
96,19,206,897,300,691
96,20,206,896,301,692
96,21,206,896,301,691
96,22,207,897,301,691
96,23,206,897,301,692
96,24,206,896,301,691
96,25,206,896,301,692
96,26,206,896,301,691
96,27,207,896,301,691
96,28,207,896,301,692
96,29,206,896,301,691
97,0,207,896,301,692
97,1,206,896,301,691
97,2,207,896,301,691
97,3,206,896,301,691
97,4,206,897,301,692
97,5,206,896,301,691
97,6,207,897,301,691
97,7,206,896,301,692
97,8,206,896,301,692
97,9,206,896,301,692
97,10,206,896,301,692
97,11,207,896,301,692
97,12,206,896,301,691
97,13,206,896,301,691
97,14,206,897,301,691
97,15,206,896,301,692
97,16,206,896,301,691
97,17,206,896,301,692
97,18,206,896,301,692
97,19,206,896,301,691
97,20,206,896,301,692
97,21,206,897,301,691
97,22,206,896,301,692
97,23,206,896,301,691
97,24,206,896,301,692
97,25,206,896,301,691
97,26,206,896,301,692
97,27,207,896,301,691
97,28,206,896,301,691
97,29,206,896,301,691
98,0,206,896,301,691
98,1,206,896,301,692
98,2,207,896,301,691
98,3,206,896,301,691
98,4,206,896,301,691
98,5,207,896,301,692
98,6,206,896,301,692
98,7,206,896,301,692
98,8,206,896,301,691
98,9,206,896,301,692
98,10,206,896,301,691
98,11,206,896,301,691
98,12,206,896,301,691
98,13,207,896,301,692
98,14,207,896,301,692
98,15,206,897,301,691
98,16,207,896,301,691
98,17,206,896,301,692
98,18,206,896,301,692
98,19,206,896,301,692
98,20,206,896,301,692
98,21,206,896,301,692
98,22,206,897,301,691
98,23,207,897,301,691
98,24,206,896,301,691
98,25,206,896,301,692
98,26,206,896,301,692
98,27,206,896,301,692
98,28,206,896,301,692
98,29,206,896,301,692
99,0,206,896,301,691
99,1,206,896,301,692
99,2,206,896,301,692
99,3,206,896,301,691
99,4,206,896,301,691
99,5,206,896,301,691
99,6,206,896,301,692
99,7,206,896,301,691
99,8,206,896,301,692
99,9,206,896,301,691
99,10,206,896,301,692
99,11,206,896,301,691
99,12,206,896,301,691
99,13,206,896,301,692
99,14,206,896,301,692
99,15,206,896,301,692
99,16,206,896,301,692
99,17,206,897,301,692
99,18,206,896,301,691
99,19,206,896,301,692
99,20,206,896,301,692
99,21,206,896,301,691
99,22,206,896,301,692
99,23,206,896,301,691
99,24,206,896,301,692
99,25,206,896,301,691
99,26,206,896,301,691
99,27,206,896,301,691
99,28,206,896,301,691
99,29,207,896,301,692
